Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
DVY,iShares Select Dividend ETF,Equity,"$23,328,200,000.00",7.02%,"1,252,949",$130.28,0.66%,No,False,0.86%,5.47%,10.41%,55.40%,66.61%,"$2,303,990,340.00","$188,430,595.00","$616,651,120.00","$2,746,470,150.00","$1,773,542,945.00","$777,974,120.00",All Cap Equities,2003-11-03,0.39%,Fidelity,$3.82,2021-09-24,$1.03,3.16%,19.36,0.96,101,19.05%,40%,20%,1099,$122.01,$130.84,$128.69,$131.08,57.34,A,B,C+,B,A-,B-,7.97,50.00%,69.53%,656.52,16.63%,4.30%
DGRO,iShares Core Dividend Growth ETF,Equity,"$23,149,600,000.00",-6.90%,"2,396,746",$51.49,1.24%,No,False,1.30%,1.78%,3.53%,53.91%,84.84%,"$2,227,967,275.00","$110,300,320.00","$241,551,155.00","$4,339,862,700.00","$11,819,077,385.00","$16,776,709,670.00",Large Cap Blend Equities,2014-06-10,0.08%,Fidelity,$1.05,2021-09-24,$0.25,1.94%,24.80,0.95,420,25.12%,40%,20%,1099,$48.44,$51.82,$50.74,$51.87,52.04,B+,A,A-,B-,C+,N/A,8.44,81.73%,79.90%,182.21,6.48%,5.28%
ESGU,iShares ESG Aware MSCI USA ETF,Equity,"$22,779,500,000.00",-13.45%,"1,430,300",$93.09,2.06%,No,False,3.11%,1.17%,-2.17%,59.96%,89.14%,"$1,234,040,405.00","-$4,545,255.00","-$508,781,995.00","$7,086,148,865.00","$20,060,954,330.00","$20,269,767,230.00",Large Cap Growth Equities,2016-12-01,0.15%,N/A,$1.13,2021-09-24,$0.32,1.06%,33.37,1.00,322,25.03%,40%,20%,1099,$85.49,$93.35,$91.52,$93.88,51.25,N/A,N/A,N/A,N/A,N/A,N/A,8.89,94.84%,87.72%,99.6,4.37%,6.76%
SDY,SPDR S&P Dividend ETF,Equity,"$21,481,400,000.00",-0.56%,"561,428",$127.62,1.29%,No,False,1.19%,2.90%,3.86%,45.14%,63.09%,"$1,120,504,970.55","$38,153,326.35","$224,995,735.80","$1,471,323,945.65","-$735,903,863.10","$303,169,996.45",All Cap Equities,2005-11-08,0.35%,N/A,$3.41,2021-09-17,$0.85,2.70%,16.87,0.91,121,18.18%,40%,20%,1099,$120.95,$127.95,$125.91,$128.48,53.91,A,B+,C+,A-,B-,C+,6.79,8.33%,44.81%,252.13,4.76%,6.18%
QUAL,iShares MSCI USA Quality Factor ETF,Equity,"$21,015,100,000.00",-14.08%,"1,605,751",$124.70,2.36%,No,False,2.97%,0.99%,-2.38%,52.17%,81.03%,"-$236,537,740.00","$12,643,510.00","-$198,182,575.00","$1,868,456,200.00","$4,652,971,940.00","$10,522,606,615.00",Large Cap Growth Equities,2013-07-18,0.15%,N/A,$1.74,2021-09-24,$0.42,1.21%,29.25,0.99,126,32.12%,40%,20%,1099,$114.10,$125.31,$122.61,$125.75,51.60,A,A-,A,A-,B+,B,8.14,72.88%,73.39%,102.92,2.64%,7.97%
SCHB,Schwab U.S. Broad Market ETF,Equity,"$20,716,300,000.00",-13.00%,"2,388,654",$49.03,2.02%,No,False,3.05%,1.11%,-2.78%,55.99%,82.24%,"$21,796,760,500.00","-$54,000.00","$121,425,500.00","$22,676,123,500.00","$22,446,959,055.80","$25,975,364,241.95",Large Cap Growth Equities,2009-11-03,0.03%,Charles Schwab,$1.30,2021-09-22,$0.34,1.15%,26.07,1.04,2536,22.24%,40%,20%,1099,$45.02,$49.18,$48.22,$49.44,51.22,A,A+,B+,A-,A-,A,7.71,38.83%,63.35%,149.14,6.36%,5.86%
MDY,SPDR S&P Midcap 400 ETF Trust,Equity,"$18,663,500,000.00",-9.82%,"1,288,734",$465.77,2.27%,No,False,2.74%,2.18%,-5.41%,46.62%,55.90%,"-$768,073,560.01","$142,001,500.00","$289,905,100.00","-$1,467,529,392.92","-$4,973,241,741.51","-$5,675,219,930.14",Small Cap Growth Equities,1995-05-04,0.22%,N/A,$4.91,2021-09-17,$1.31,0.93%,17.23,1.17,401,6.22%,40%,20%,1099,$424.51,$465.83,$458.67,$469.38,52.95,A+,B,B,C,B-,B,6.46,60.06%,40.44%,203.96,3.90%,7.58%
ACWI,iShares MSCI ACWI ETF,Equity,"$17,986,700,000.00",-11.80%,"3,783,495",$93.30,2.01%,No,False,2.86%,1.71%,-6.08%,41.09%,55.56%,"$3,007,949,660.00",$0.00,"$122,650,080.00","$2,850,596,080.00","$4,350,153,600.00","$7,120,566,100.00",Large Cap Growth Equities,2008-03-26,0.32%,2 Platforms,$1.41,2021-06-10,$0.72,1.33%,26.79,0.92,2318,14.84%,40%,20%,1099,$85.94,$93.10,$91.96,$93.97,52.35,A,A-,A-,A-,B,A,8.13,49.59%,73.10%,168.18,7.43%,6.17%
VGK,Vanguard FTSE Europe ETF,Equity,"$17,684,600,000.00",-11.49%,"8,382,977",$60.27,2.48%,No,False,1.74%,3.22%,-10.81%,26.07%,24.78%,"-$1,618,733,414.51","-$59,792,814.23","-$351,790,186.70","$1,936,154,945.75","$4,345,739,856.19","$4,024,340,049.40",Europe Equities,2005-03-04,0.08%,2 Platforms,$2.16,2021-09-20,$0.39,3.12%,17.00,0.93,1354,18.36%,40%,20%,1099,$54.52,$60.58,$59.54,$60.63,54.24,A,A+,B,B+,A-,A+,9.01,49.55%,89.43%,121.14,11.84%,7.86%
XLU,Utilities Select Sector SPDR Fund,Equity,"$16,806,000,000.00",5.06%,"19,654,292",$74.71,0.67%,No,False,0.67%,4.84%,18.22%,41.16%,62.06%,"$3,268,491,565.75","$400,812,873.30","$512,848,702.60","$3,502,819,531.70","$4,922,454,955.35","$6,068,084,134.50",Utilities Equities,1998-12-16,0.10%,N/A,$1.98,2021-09-20,$0.50,2.96%,20.00,0.39,30,61.90%,40%,20%,1099,$69.84,$75.14,$73.59,$75.31,57.27,A+,A,B+,A,A,B-,8.31,44.30%,77.18%,2207.1,63.96%,7.73%
VOE,Vanguard Mid-Cap Value ETF,Equity,"$16,575,800,000.00",-2.69%,"505,166",$145.61,1.04%,No,False,1.28%,2.33%,2.04%,50.15%,57.39%,"$1,206,123,952.65","$90,756,500.00","$147,452,584.09","$1,944,319,592.52","$4,217,275,450.61","$5,439,853,323.37",Mid Cap Value Equities,2006-08-17,0.07%,2 Platforms,$2.57,2021-09-24,$0.57,1.71%,16.50,1.13,203,11.58%,40%,20%,1099,$135.64,$146.69,N/A,N/A,53.03,A,A+,B+,A-,A,B+,8.18,97.01%,74.34%,396.29,7.34%,5.68%
XLY,Consumer Discretionary Select Sector SPDR Fund,Equity,"$15,939,400,000.00",-22.79%,"10,367,406",$157.61,3.06%,No,False,6.02%,-3.24%,-7.66%,46.21%,81.11%,"-$1,841,388,551.30","-$100,735,106.95","-$527,288,911.00","-$1,377,957,571.05","-$1,327,299,490.80","-$3,359,108,964.00",Consumer Discretionary Equities,1998-12-16,0.10%,N/A,$1.09,2021-09-20,$0.28,0.54%,30.22,1.11,61,69.19%,40%,20%,1099,$136.31,$161.84,$154.14,$159.39,49.11,A+,A,B+,A,A-,B+,6.98,58.38%,48.04%,54.65,1.62%,0.98%
EFV,iShares MSCI EAFE Value ETF,Equity,"$15,729,300,000.00",-0.91%,"4,492,611",$49.93,1.55%,No,False,0.75%,4.88%,-4.61%,19.03%,14.40%,"$847,610,160.00","$39,830,240.00","$329,156,120.00","$2,680,645,680.00","$9,812,117,680.00","$10,892,065,880.00",Foreign Large Cap Equities,2005-08-01,0.39%,TD Ameritrade,$1.52,2021-06-10,$0.88,2.91%,15.18,0.90,503,18.55%,40%,20%,1099,$45.52,$50.41,$49.45,$50.17,56.80,A-,B+,B+,B-,A-,A-,9.4,87.56%,94.11%,187.15,13.61%,7.59%
XLP,Consumer Staples Select Sector SPDR Fund,Equity,"$15,612,300,000.00",-2.86%,"21,228,316",$74.57,1.46%,No,False,0.58%,-3.95%,7.84%,45.09%,49.48%,"$3,077,149,636.15","-$261,717,926.65","-$169,960,206.15","$4,101,618,995.35","$1,996,936,378.45","$3,650,694,590.90",Consumer Staples Equities,1998-12-16,0.10%,N/A,$1.81,2021-09-20,$0.44,2.48%,20.60,0.63,33,70.48%,40%,20%,1099,$70.50,$78.69,$73.16,$75.27,47.55,A+,A,B,A-,A,B+,8.91,88.24%,88.04%,53.82,12.29%,9.13%
VHT,Vanguard Health Care ETF,Equity,"$15,597,700,000.00",-9.37%,"359,094",$240.75,1.16%,No,False,-0.05%,0.53%,3.35%,53.89%,81.51%,"-$132,109,762.13","$47,821,750.00","-$806,570,482.72","$1,161,353,912.11","$2,846,198,209.00","$4,422,369,064.40",Health & Biotech Equities,2004-01-26,0.10%,Vanguard,$3.11,2021-09-29,$0.89,1.21%,27.10,0.81,441,47.42%,40%,20%,1099,$229.51,$244.30,$236.63,$242.84,48.81,A,A+,A-,B+,A,A+,6.57,40.93%,41.91%,16.73,0.04%,12.78%
DFAC,Dimensional U.S. Core Equity 2 ETF,Equity,"$14,641,900,000.00",-10.26%,"1,546,134",$25.94,1.77%,No,False,2.57%,2.01%,N/A,N/A,N/A,"$1,358,770,550.00","$71,604,620.00","$302,015,150.00","$2,213,924,049.07","$2,213,924,049.07","$2,213,924,049.07",N/A,2021-06-14,0.19%,N/A,$0.14,2021-09-21,$0.08,0.49%,22.51,1.04,2348,16.43%,40%,20%,1099,$23.87,$26.02,$25.56,$26.13,52.19,N/A,N/A,N/A,N/A,N/A,N/A,7.61,33.79%,61.10%,143.53,4.61%,5.16%
SCHA,Schwab U.S. Small-Cap ETF,Equity,"$14,143,400,000.00",-14.34%,"1,719,705",$43.80,2.29%,No,False,3.06%,1.67%,-14.70%,35.86%,47.62%,"$15,588,200,000.00","-$29,905,000.00","$74,812,000.00","$16,763,109,000.00","$19,767,126,048.65","$21,827,580,372.75",Small Cap Blend Equities,2009-11-03,0.04%,Charles Schwab,$1.03,2021-09-22,$0.29,0.95%,18.70,1.24,1807,3.54%,40%,20%,1099,$39.58,$43.87,$43.11,$44.16,51.82,A,A+,A-,A,A,A,5.69,34.68%,30.56%,163.72,3.70%,6.76%
SCHG,Schwab U.S. Large-Cap Growth ETF,Equity,"$14,049,700,000.00",-21.13%,"1,191,141",$64.52,3.03%,No,False,5.42%,-0.60%,-5.48%,68.80%,110.88%,"$15,380,462,500.00","$56,540,000.00","$156,382,500.00","$15,998,032,500.00","$17,009,752,319.85","$19,045,663,235.45",Large Cap Growth Equities,2009-12-11,0.04%,Charles Schwab,$0.59,2021-09-22,$0.15,0.37%,39.44,1.03,228,55.88%,40%,20%,1099,$57.65,$64.77,$62.89,$65.35,50.09,A,A+,B-,B,B+,A,8.27,78.50%,76.33%,35.69,0.58%,7.45%
SPLG,SPDR Portfolio S&P 500 ETF,Equity,"$13,855,500,000.00",-11.78%,"5,791,198",$49.10,1.87%,No,False,2.98%,1.34%,0.66%,59.42%,88.49%,"$2,158,957,140.95","$355,927,499.15","$204,224,400.90","$4,106,544,242.85","$9,516,521,148.20","$11,618,744,813.60",Large Cap Blend Equities,2005-11-08,0.03%,N/A,$0.67,2021-09-20,$0.15,1.24%,21.69,1.00,506,26.83%,40%,20%,1099,$45.22,$49.26,$48.28,$49.51,51.41,N/A,N/A,N/A,N/A,N/A,N/A,8.07,68.27%,71.79%,149.78,6.96%,5.64%
IWS,iShares Russell Mid-Cap Value ETF,Equity,"$13,782,400,000.00",-5.45%,"706,962",$115.27,1.46%,No,False,1.88%,2.54%,-0.36%,45.72%,52.29%,"-$646,923,915.00","-$5,838,915.00","$44,631,150.00","-$289,025,800.00","-$132,552,295.00","$499,247,885.00",Mid Cap Value Equities,2001-07-17,0.23%,TD Ameritrade,$1.63,2021-09-24,$0.51,1.34%,25.04,1.14,698,7.15%,40%,20%,1099,$106.35,$115.76,$113.76,$116.05,53.18,A+,A-,B-,B+,B,A,7.53,89.98%,58.91%,326.81,6.63%,6.17%
XLI,Industrial Select Sector SPDR Fund,Equity,"$13,682,800,000.00",-9.05%,"13,211,983",$95.92,1.91%,No,False,2.53%,0.82%,-7.61%,40.13%,54.59%,"-$1,938,294,171.60","-$103,267,222.90","-$761,093,575.30","-$5,526,175,230.80","$797,514,236.90","-$1,343,029,451.15",Industrials Equities,1998-12-16,0.10%,N/A,$1.30,2021-09-20,$0.32,1.23%,22.74,1.19,74,41.14%,40%,20%,1099,$89.43,$96.69,$94.58,$96.62,51.16,A+,A,B,A-,A,B,8.15,73.33%,73.59%,162.34,27.34%,2.14%
VXF,Vanguard Extended Market ETF,Equity,"$13,593,800,000.00",-19.01%,"499,629",$147.96,3.01%,No,False,3.60%,-0.09%,-18.85%,37.84%,54.72%,"-$249,716,364.49","-$13,168,948.15","-$31,410,849.02","$667,634,431.24","$4,980,025,708.11","$6,169,076,032.84",All Cap Equities,2001-12-27,0.06%,2 Platforms,$2.12,2021-09-24,$0.27,1.07%,17.70,1.24,3649,9.44%,40%,20%,1099,$132.68,$148.36,$144.99,$149.45,50.60,A-,A,A,B-,A,A+,5.8,38.02%,31.75%,144.96,2.92%,6.62%
TQQQ,ProShares UltraPro QQQ,Equity,"$13,414,400,000.00",-58.04%,"142,560,496",$34.90,8.12%,No,3x,15.11%,-4.46%,-31.65%,178.02%,290.28%,"$7,945,234,875.00","-$119,454,390.00","$1,159,951,505.00","$9,700,418,025.00","$23,220,069,035.00","$24,107,352,013.74",Leveraged Equities,2010-02-09,0.95%,N/A,$0.00,2019-12-24,$0.03,0.00%,0.00,3.35,114,51.40%,40%,20%,1099,$25.37,$36.18,$32.57,$36.10,47.50,A,C+,B-,C+,N/A,N/A,7.25,62.14%,52.88%,54.57,1.27%,4.72%
SPYV,SPDR Portfolio S&P 500 Value ETF,Equity,"$13,262,200,000.00",-3.10%,"3,675,995",$40.52,1.27%,No,False,1.27%,2.07%,2.27%,49.87%,62.59%,"$910,811,171.80","$78,477,406.20","-$27,282,467.70","$410,542,663.75","$8,334,880,007.55","$10,654,291,050.05",Large Cap Blend Equities,2000-09-25,0.04%,N/A,$0.82,2021-09-20,$0.18,1.99%,16.44,1.01,448,18.31%,40%,20%,1099,$38.00,$40.73,$39.97,$40.80,52.79,B-,A-,B,B-,B+,A-,7.68,37.47%,62.72%,248.88,13.27%,3.97%
HDV,iShares Core High Dividend ETF,Equity,"$13,124,600,000.00",8.49%,"1,655,932",$108.77,0.39%,No,False,0.06%,4.93%,13.91%,36.15%,54.06%,"$4,512,153,380.00","$245,582,405.00","$2,387,884,330.00","$4,664,933,500.00","$4,514,647,260.00","$4,562,750,985.00",Large Cap Value Equities,2011-03-29,0.08%,Fidelity,$3.38,2021-09-24,$0.76,3.41%,24.94,0.90,77,52.99%,40%,20%,1099,$103.10,$109.86,$107.47,$109.44,55.80,A,A,C,A,A,C+,8.39,78.21%,78.94%,377.2,11.12%,4.64%
IWN,iShares Russell 2000 Value ETF,Equity,"$12,675,700,000.00",-6.95%,"1,792,977",$154.01,1.72%,No,False,2.78%,3.49%,-8.90%,42.63%,44.10%,"-$2,031,402,575.00","$52,611,475.00","-$232,594,115.00","-$3,115,191,985.00","$726,752,605.00","$844,964,295.00",Small Cap Blend Equities,2000-07-24,0.24%,TD Ameritrade,$2.21,2021-09-24,$0.77,1.26%,15.79,1.23,1423,6.11%,40%,20%,1099,$139.38,$153.92,$151.98,$155.02,54.18,A+,A-,C,B-,A-,A,4.89,7.53%,23.87%,223.53,2.57%,6.71%
SPYG,SPDR Portfolio S&P 500 Growth ETF,Equity,"$12,589,200,000.00",-19.62%,"2,635,789",$58.15,2.59%,No,False,4.89%,0.52%,-1.65%,63.81%,106.01%,"-$275,147,156.95","$119,913,152.35","$264,941,420.60","$2,986,122,409.30","$4,736,735,179.40","$8,590,564,634.55",Large Cap Growth Equities,2000-09-25,0.04%,N/A,$0.46,2021-09-20,$0.10,0.65%,29.71,0.98,241,52.52%,40%,20%,1099,$52.35,$58.41,$56.85,$58.80,50.48,B,A-,A,A-,A,A-,8.47,86.00%,80.68%,45.06,0.26%,7.43%
GDX,VanEck Gold Miners ETF,Equity,"$12,569,400,000.00",4.12%,"25,075,322",$33.35,4.28%,No,False,2.96%,-4.69%,-14.19%,59.09%,54.02%,"-$569,018,450.00","-$102,353,780.00","-$571,954,570.00","-$400,287,225.00","-$554,939,008.85","-$258,784,367.45",Materials,2006-05-16,0.51%,N/A,$0.19,2020-12-21,$0.19,0.55%,13.32,0.69,57,64.18%,40%,20%,1099,$29.98,$34.35,$32.66,$33.78,47.87,A+,A-,C+,C+,B+,B-,8.23,78.72%,75.52%,354.55,0.00%,0.00%
VBK,Vanguard Small Cap Growth ETF,Equity,"$12,545,900,000.00",-22.10%,"309,875",$219.51,3.39%,No,False,3.96%,-0.57%,-20.37%,28.06%,55.30%,"$138,596,561.51","$5,585,956.35","$101,465,457.54","$968,648,206.53","$2,441,742,805.33","$3,510,915,412.84",Small Cap Growth Equities,2004-01-26,0.07%,3 Platforms,$1.14,2021-09-24,$0.15,0.38%,33.70,1.15,752,8.23%,40%,20%,1099,$196.10,$220.21,$214.65,$221.96,50.29,A,A+,B+,A,A,A,5.89,41.08%,33.49%,90.05,2.63%,7.12%
FVD,First Trust Value Line Dividend Index Fund,Equity,"$12,454,700,000.00",-3.64%,"1,695,908",$41.29,1.08%,No,False,1.35%,1.93%,3.95%,37.08%,56.19%,"$172,796,650.00","$6,174,150.00","$7,222,450.00","$435,850,450.00","$4,422,677,443.06","$6,334,712,043.06",Large Cap Blend Equities,2006-12-18,0.67%,N/A,$0.73,2021-09-23,$0.16,1.76%,19.45,0.81,196,5.46%,40%,20%,1099,$39.26,$41.35,$40.74,$41.58,53.11,A-,C+,A-,B+,B+,B,8.33,80.70%,77.51%,491.51,9.68%,7.41%
SPDW,SPDR Portfolio Developed World ex-US ETF,Equity,"$12,133,900,000.00",-10.01%,"6,292,401",$32.83,1.99%,No,False,1.96%,3.04%,-10.93%,25.47%,27.02%,"$964,619,203.20",$0.00,"$164,102,818.40","$2,438,398,103.00","$6,816,423,163.40","$10,627,278,665.00",Foreign Large Cap Equities,2007-04-20,0.04%,N/A,$0.83,2021-06-21,$0.51,2.21%,15.21,0.86,2466,10.51%,40%,20%,1099,$30.02,$32.94,$32.48,$33.01,54.21,N/A,N/A,N/A,N/A,N/A,N/A,8.84,56.57%,87.01%,161.55,9.85%,7.42%
GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,Equity,"$11,927,100,000.00",-12.96%,"586,395",$82.54,1.86%,No,False,2.71%,0.98%,-0.12%,56.00%,83.98%,"-$749,650,000.00","$8,108,000.00","-$555,772,500.00","-$21,690,000.00","$3,763,254,500.00","$6,116,786,000.00",Large Cap Growth Equities,2015-09-21,0.09%,N/A,$0.95,2021-09-24,$0.25,1.02%,24.38,0.98,440,22.71%,40%,20%,1099,$76.17,$83.00,$81.21,$83.23,51.12,A-,A,N/A,A-,C+,N/A,8.19,75.11%,74.42%,122.06,5.56%,6.18%
IWP,iShares Russell Mid-Cap Growth ETF,Equity,"$11,838,400,000.00",-23.56%,"1,398,442",$87.98,3.92%,No,False,4.44%,-1.36%,-16.37%,33.61%,66.11%,"-$440,335,955.00","$55,564,040.00","$196,087,130.00","-$298,566,360.00","-$1,711,892,130.00","-$1,063,518,585.00",All Cap Equities,2001-07-17,0.23%,TD Ameritrade,$0.32,2021-09-24,$0.13,0.26%,46.48,1.08,390,12.08%,40%,20%,1099,$78.28,$88.20,$85.73,$89.10,50.16,A+,A-,A,A,A,A+,7.5,89.34%,58.38%,66.89,2.07%,6.62%
IUSV,iShares Core S&P U.S. Value ETF,Equity,"$11,735,600,000.00",-3.25%,"621,314",$73.50,1.24%,No,False,1.24%,2.04%,1.87%,49.89%,62.85%,"$311,488,755.00","$18,304,725.00","$57,198,920.00","$1,491,791,545.00","$4,071,875,180.00","$7,318,146,970.00",Large Cap Blend Equities,2000-07-24,0.04%,N/A,$1.45,2021-09-24,$0.43,1.92%,25.00,1.02,743,17.20%,40%,20%,1099,$68.90,$73.92,$72.53,$74.00,52.75,B-,A,B+,A-,B,N/A,7.63,34.51%,61.50%,247.66,12.74%,4.21%
SCZ,iShares MSCI EAFE Small-Cap ETF,Equity,"$11,663,400,000.00",-14.45%,"2,453,802",$62.53,2.04%,No,False,1.76%,1.35%,-16.14%,21.52%,21.42%,"-$1,320,746,760.00",$0.00,"-$215,789,680.00","-$165,864,900.00","$2,302,190,980.00","$3,664,173,940.00",Foreign Small & Mid Cap Equities,2007-12-10,0.40%,2 Platforms,$1.20,2021-06-10,$0.71,1.58%,18.03,0.97,2370,2.84%,40%,20%,1099,$57.36,$62.86,$61.85,$62.89,52.30,A+,A-,A,A-,B+,A,6.72,45.30%,43.84%,165.1,4.08%,9.42%
IUSG,iShares Core S&P U.S. Growth ETF,Equity,"$11,291,300,000.00",-19.35%,"661,291",$93.09,2.57%,No,False,4.72%,0.51%,-1.95%,62.50%,102.70%,"$168,412,890.00","$26,646,900.00","$275,903,785.00","$1,020,377,145.00","$1,600,298,220.00","$4,594,675,430.00",Large Cap Growth Equities,2000-07-24,0.04%,N/A,$0.73,2021-09-24,$0.20,0.65%,42.81,1.00,475,48.71%,40%,20%,1099,$83.78,$93.45,$91.01,$94.14,50.63,A-,A,B+,A,B+,A+,8.32,80.56%,77.46%,53.07,0.45%,7.40%
MGK,Vanguard Mega Cap Growth ETF,Equity,"$11,092,200,000.00",-21.86%,"357,594",$203.56,2.96%,No,False,5.50%,-0.36%,-6.35%,71.13%,109.40%,"$219,325,750.00","$64,677,500.00","$68,477,250.00","$1,933,810,000.00","$4,053,555,794.45","$4,447,506,044.45",Large Cap Growth Equities,2007-12-17,0.07%,2 Platforms,$1.25,2021-09-29,$0.27,0.49%,37.70,1.03,110,59.32%,40%,20%,1099,$181.73,$204.46,$198.58,$206.09,50.24,A-,A,B,B+,A,B+,8.36,82.09%,78.33%,35.57,0.73%,6.60%
MTUM,iShares MSCI USA Momentum Factor ETF,Equity,"$10,886,000,000.00",-19.35%,"1,347,966",$146.31,0.46%,No,False,1.55%,-0.42%,-13.89%,34.41%,72.73%,"-$1,148,347,490.00","$545,626,985.00","$189,967,510.00","-$1,939,684,765.00","-$526,701,905.00","$4,557,406,035.00",Large Cap Growth Equities,2013-04-16,0.15%,N/A,$0.86,2021-09-24,$0.33,0.46%,32.40,0.91,123,37.25%,40%,20%,1099,$134.15,$149.33,$144.56,$147.23,48.24,A,A,A,B+,B,B,8.51,87.63%,81.37%,94.45,0.32%,8.03%
IWV,iShares Russell 3000 ETF,Equity,"$10,830,000,000.00",-12.78%,"280,358",$241.32,2.05%,No,False,3.10%,1.11%,-2.77%,55.69%,81.36%,"-$330,922,350.00","$83,553,365.00","$138,576,870.00","-$235,006,250.00","-$1,840,483,085.00","-$1,808,822,670.00",Large Cap Growth Equities,2000-05-22,0.20%,TD Ameritrade,$2.89,2021-09-24,$0.84,1.05%,32.22,1.03,2752,22.39%,40%,20%,1099,$221.48,$241.94,$237.31,$243.32,51.36,A,A-,B+,B+,A-,A,7.73,40.42%,63.93%,145.42,6.45%,5.88%
FNDX,Schwab Fundamental US Large Co. Index ETF,Equity,"$10,738,400,000.00",-2.85%,"1,220,826",$56.72,1.09%,No,False,1.54%,2.75%,3.35%,66.57%,86.11%,"$2,289,361,000.00","$50,493,500.00","$211,099,500.00","$3,566,440,500.00","$3,721,620,278.20","$5,643,372,589.50",Large Cap Blend Equities,2013-08-15,0.25%,Charles Schwab,$0.92,2021-09-22,$0.25,1.59%,19.82,1.06,731,20.10%,40%,20%,1099,$52.83,$57.09,$55.96,$57.11,53.15,A,B+,B+,A-,B-,N/A,7.84,46.62%,66.28%,233.5,8.86%,3.70%
SPLV,Invesco S&P 500® Low Volatility ETF,Equity,"$10,291,900,000.00",-4.81%,"6,865,167",$64.78,0.56%,No,False,0.40%,-0.70%,8.24%,29.54%,58.78%,"$1,980,072,570.00","$92,989,220.00","$610,187,570.00","$1,981,313,290.00","-$1,606,937,700.00","$987,506,550.00",Volatility Hedged Equity,2011-05-05,0.25%,Charles Schwab,$0.98,2021-10-18,$0.09,1.53%,20.88,0.71,102,11.98%,40%,20%,1099,$62.63,$65.70,$63.88,$65.25,48.86,A,B+,A+,A,A-,B-,8.58,89.83%,82.61%,647.29,20.32%,8.47%
VLUE,iShares MSCI USA Value Factor ETF,Equity,"$10,241,100,000.00",-5.74%,"1,759,772",$102.47,1.00%,No,False,1.33%,3.97%,-2.68%,48.81%,57.89%,"-$4,757,359,080.00","-$51,276,060.00","-$1,954,030,930.00","-$5,451,471,295.00","$4,350,167,815.00","$4,776,729,770.00",Large Cap Value Equities,2013-04-16,0.15%,N/A,$2.23,2021-09-24,$0.74,2.08%,19.81,1.10,151,33.66%,40%,20%,1099,$95.43,$103.30,$101.16,$103.12,53.15,B-,A,A-,C+,B-,A,7.53,29.67%,59.14%,126.27,8.41%,3.15%
XLC,Communication Services Select Sector SPDR Fund,Equity,"$10,219,100,000.00",-21.35%,"7,521,961",$60.94,2.44%,No,False,3.36%,3.18%,-21.84%,32.72%,N/A,"-$899,501,507.40","$71,999,288.15","$268,105,233.75","-$177,982,299.20","$3,176,334,147.15","$8,446,629,711.70",Large Cap Growth Equities,2018-06-18,0.10%,N/A,$0.52,2021-09-20,$0.14,0.65%,21.65,1.00,27,70.83%,40%,20%,1099,$56.46,$61.02,$59.81,$61.54,49.43,N/A,N/A,N/A,N/A,N/A,N/A,3.62,21.69%,7.36%,12.06,0.00%,0.00%
NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Equity,"$10,114,200,000.00",-5.91%,"746,945",$92.04,1.34%,No,False,0.74%,0.41%,1.39%,50.91%,76.63%,"$868,698,020.64","$41,361,685.00","$166,698,544.87","$1,578,097,823.16","$3,465,872,028.16","$4,568,429,028.16",Large Cap Blend Equities,2013-10-09,0.35%,Charles Schwab,$1.76,2021-09-22,$0.41,1.84%,21.00,0.93,65,17.71%,40%,20%,1099,$87.66,$93.25,N/A,N/A,50.41,B+,B,A,B+,B-,N/A,7.48,27.09%,57.79%,180.3,4.88%,7.08%
EWJ,iShares MSCI Japan ETF,Equity,"$10,049,700,000.00",-13.05%,"7,219,057",$58.22,1.02%,No,False,0.40%,2.83%,-13.61%,16.46%,17.48%,"-$229,455,735.00","$216,903,975.00","$268,469,205.00","-$396,025,755.00","-$3,572,303,820.00","-$6,856,239,210.00",Japan Equities,1996-03-12,0.50%,2 Platforms,$0.76,2021-06-10,$0.50,1.10%,17.18,0.62,240,23.32%,40%,20%,1099,$54.66,$58.74,N/A,N/A,52.10,A+,B-,B+,A-,B+,B+,8.83,79.46%,86.76%,79.9,7.54%,8.71%
